htgrk,htypek,gtypek,grunntype
M,M-5,M5-C-8,M5-C-8  skjell­sand­bunn i øv­re ­sub­li­to­ral
M,M-5,M5-C-9,M5-C-9  svamp­spikel­bunn i øv­re ­sub­li­to­ral
M,M-6,M6-C-1,M6-C-1  kyst­næ­r ko­rall­rev­bunn
M,M-6,M6-C-2,M6-C-2  hav-ko­rall­rev­bunn
M,M-7,M7-C-1,M7-C-1  Grunn ­brakk­vann­seng
M,M-7,M7-C-2,M7-C-2  Sub­li­to­ral ­brakk­vann­seng
M,M-7,M7-C-3,M7-C-3  Grunn salt­vann­seng
M,M-7,M7-C-4,M7-C-4  Sub­li­to­ral salt­vann­seng
M,M-9,M9-C-1,M9-C-1  Stor­t ­li­to­ral­bas­seng på land­strand
M,M-9,M9-C-2,M9-C-2  Stor­t ­li­to­ral­bas­seng i ­bølge­slags­so­nen
M,M-9,M9-C-3,M9-C-3  Stor­t ­li­to­ral­bas­seng I ­bølge­sprut­so­nen
M,M-9,M9-C-4,M9-C-4  Li­te ­li­to­ral­bas­seng på land­strand
M,M-9,M9-C-5,M9-C-5  Li­te ­li­to­ral­bas­seng i ­bølge­slags­so­nen
M,M-9,M9-C-6,M9-C-6  Li­te ­li­to­ral­bas­seng I ­bølge­sprut­so­nen
M,M-9,M9-C-7,M9-C-7  Tem­po­rært ­li­to­ral­bas­seng
M,M-9,M9-C-8,M9-C-8  Stor­t ­li­to­ral­bas­seng ­med ­se­di­men­ta­sjons­bunn
M,M-9,M9-C-9,M9-C-9  Li­te ­li­to­ral­bas­seng ­med ­se­di­men­ta­sjons­bunn
T,T-1,T-C-11,T-C-11  Kalk­fat­tig og s­vak­t in­ter­me­diær­t s­nø­lei­e­berg
T,T-1,T1-C-1,T1-C-1  Li­te ­tørke­ut­sat­te s­vær­t og tem­me­lig kalk­fat­ti­ge nak­ne ­berg
T,T-1,T1-C-10,T1-C-10  Sterk­t in­ter­me­diær­t ­til eks­trem­t kalk­rik­t ­for­blå­st ­berg
T,T-1,T1-C-12,T1-C-12  Sterk­t in­ter­me­diær­t ­til eks­trem­t kalk­rik­t s­nø­lei­e­berg
T,T-1,T1-C-2,"T1-C-2  Tørke­ut­sat­te s­vær­t og tem­me­lig kalk­fat­ti­ge ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-1,T1-C-3,T1-C-3  Li­te ­tørke­ut­sat­te ­litt kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re nak­ne ­berg
T,T-1,T1-C-4,"T1-C-4  Tørke­ut­sat­te ­litt kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-1,T1-C-5,T1-C-5  Li­te ­tørke­ut­sat­te sterk­t in­ter­me­diæ­re og ­litt kalk­rike nak­ne ­berg
T,T-1,T1-C-6,"T1-C-6  Tørke­ut­sat­te sterk­t in­ter­me­diæ­re og ­litt kalk­rike ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-1,T1-C-7,T1-C-7  Li­te ­tørke­ut­sat­te tem­me­lig ­til eks­trem­t kalk­rike nak­ne ­berg
T,T-1,T1-C-8,"T1-C-8  Tørke­ut­sat­te tem­me­lig ­til eks­trem­t kalk­rike ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-1,T1-C-9,T1-C-9  Kalk­fat­tig og s­vak­t in­ter­me­diær­t ­for­blå­st ­berg
T,T-10,T10-C-1,T10-C-1  Ark­tis­ke step­per
T,T-11,T11-C-1,T11-C-1  1 Sal­tan­ri­kings­mar­ker i ­ge­oli­to­ral
T,T-11,T11-C-2,T11-C-2  Øv­re sal­tan­ri­kings­mar­k på ­grus
T,T-12,T12-C-1,T12-C-1  For­strand og pri­mær­dy­ner
T,T-21,T12-C-1,T12-C-1  Stran­den­ger i ­ned­re og ­midt­re ­ge­oli­to­ral
T,T-12,T12-C-2,T12-C-2  Stran­den­ger i øv­re ­ge­oli­to­ral og ­su­pra­li­to­ral
T,T-21,T12-C-3,T12-C-3  Bru­ne ­dy­ner og ­dyne­hei
T,T-13,T13-C-1,T13-C-1  Kalk­fat­tig ­grov ur
T,T-13,T13-C-10,T13-C-10  Kalk­fat­tig ­fuk­tig ­grov ur
T,T-13,T13-C-11,T13-C-11  Kalk­fat­tig ­fuk­tig ur
T,T-13,T13-C-12,T13-C-12  In­ter­me­diær og s­vak­t kalk­rik ­fuk­tig ­grov ur
T,T-13,T13-C-13,T13-C-13  In­ter­me­diær og s­vak­t kalk­rik ­fuk­tig ur
T,T-13,T13-C-14,T13-C-14  Sterk­t kalk­rik ­fuk­tig ­grov ur
T,T-13,T13-C-15,T13-C-15  Sterk­t kalk­rik ­fuk­tig ur
T,T-13,T13-C-2,T13-C-2  Kalk­fat­tig ur
T,T-13,T13-C-3,T13-C-3  Kalk­fat­tig ­grus- og sand­do­mi­ner­t ras­mark
T,T-13,T13-C-4,T13-C-4  In­ter­me­diær og s­vak­t kalk­rik ­grov ur
T,T-13,T13-C-5,T13-C-5  In­ter­me­diær og s­vak­t kalk­rik ur
T,T-13,T13-C-6,T13-C-6  In­ter­me­diær og s­vak­t kalk­rik ­grus- og sand­do­mi­ner­t ras­mark
T,T-13,T13-C-7,T13-C-7  Sterk­t kalk­rik ­grov ur
T,T-13,T13-C-8,T13-C-8  Sterk­t kalk­rik ur
T,T-13,T13-C-9,T13-C-9  Sterk­t kalk­rik ­grus- og sand­do­mi­ner­t ras­mark
T,T-14,T14-C-1,T14-C-1  Kalk­fat­tig og in­ter­me­diær rab­be
T,T-14,T14-C-2,T14-C-2  Kalk­rik rab­be
T,T-15,T15-C-1,T15-C-1  Kalk­fat­tig og in­ter­me­diær ­fos­se-eng
T,T-15,T15-C-2,T15-C-2  Kalk­rik ­fos­se-eng
T,T-16,T16-C-1,T16-C-1  Kalk­fat­tig ras­mar­keng og -hei
T,T-16,T16-C-2,T16-C-2  In­ter­me­diær ras­mar­keng og -hei
T,T-16,T16-C-3,T16-C-3  Svak­t kalk­rik ras­mar­keng og -hei
T,T-16,T16-C-4,T16-C-4  Sterk­t kalk­rik ras­mar­keng og -hei
T,T-16,T16-C-5,T16-C-5  Kilde­på­vir­ket in­ter­me­diær ras­mar­keng og -hei
T,T-16,T16-C-6,T16-C-6  Kilde­på­vir­ket kalk­rik ras­mar­keng og -hei
T,T-16,T16-C-7,T16-C-7  Sterk­t ras­pre­get ras­mar­keng og -hei
T,T-17,T17-C-1,T17-C-1  Jord­skred
T,T-17,T17-C-2,T17-C-2  Grus- og sandskred
T,T-17,T17-C-3,T17-C-3  Sil­t- og ­leir­skred
T,T-18,T18-C-1,"T18-C-1  sand­, ­grus og stein"
T,T-18,T18-C-1,T18-C-1  sil­t og ­lei­re
T,T-18,T18-C-2,"T18-C-2  sand­, ­grus og stein"
T,T-18,T18-C-2,T18-C-2  sil­t og ­lei­re
T,T-18,T18-C-3,T18-C-3  kalk­rik ­grus og stein
T,T-18,T18-C-4,T18-C-4  sand­ ­med klar­t ­ero­sjons­preg
T,T-19,T19-C-1,T19-C-1  Kalk­fat­ti­ge
T,T-19,T19-C-2,NULL
T,T-2,T2-C-1,T2-C-1  Åpen kalk­fat­tig ­grunn­lend­t lyng­mark
T,T-2,T2-C-2,T2-C-2  Åpen kalk­fat­tig ­grunn­lend­t lav­mark
T,T-2,T2-C-3,T2-C-3  Åpen in­ter­me­diær ­grunn­lend­t lyng­mark
T,T-2,T2-C-4,T2-C-4  Åpen in­ter­me­diær ­grunn­lend­t lav­mark
T,T-2,T2-C-5,T2-C-5  Åpen s­vak­t kalk­rik ­grunn­lend­t lyng­mark
T,T-2,T2-C-6,T2-C-6  Åpen s­vak­t kalk­rik ­grunn­lend­t lav­mark
T,T-2,T2-C-7,T2-C-7  Åpen sterk­t kalk­rik ­grunn­lend­t lyng­mark
T,T-2,T2-C-8,T2-C-8  Åpen sterk­t kalk­rik ­grunn­lend­t lav­mark
T,T-20,T20-C-1,T20-C-1  Kalk­fat­tig og in­ter­me­diær isinn­fry­sings­mark
T,T-20,T20-C-2,T20-C-2  Kalk­rik isinn­fry­sings­mark
T,T-21,T21-C-2,T21-C-2  Kvi­te og ­grå ­dy­ner
T,T-21,T21-C-4,T21-C-4  Dyne­trau
T,T-22,T22-C-1,T22-C-1  Kalk­fat­tig og in­ter­me­diær ­fjell­gras­hei
T,T-22,T22-C-2,T22-C-2  Kalk­fat­tig og in­ter­me­diær­t ­grassnø­leie
T,T-22,T22-C-3,T22-C-3  Kalk­rik ­fjell­gras­hei
T,T-22,T22-C-4,T22-C-4  Kalk­rik­t ­grassnø­leie
T,T-24,T24-C-1,T24-C-1  Be­skyt­te­de og ­mo­de­rat ­eks­po­ner­te ­drift­vol­ler
T,T-24,T24-C-2,T24-C-2  Be­skyt­te­de og ­mo­de­rat ­eks­po­ner­te ­drift­vol­ler
T,T-25,T25-C-1,T25-C-1  His­to­risk jord­skred
T,T-25,T25-C-2,T25-C-2  His­to­ris­ke ­grus- og sandskred
T,T-25,T25-C-3,T25-C-3  His­to­risk ­sil­t- og ­leir­skred
T,T-26,T26-C-1,T26-C-1  Fjell­hei-­i­ni­tia­ler
T,T-26,T26-C-2,T26-C-2  Snø­lei­e-­i­ni­tia­ler
T,T-26,T26-C-3,T26-C-3  Grus- og stein­do­mi­ner­t bre­for­land i pio­ner­fa­sen
T,T-26,T26-C-4,"T26-C-4  Bre­for­land og s­nø­av­smel­tings­om­rå­der i sand, ­sil­t ­til ­lei­re"
T,T-27,T27-C-1,T27-C-1  Kalk­fat­tig og in­ter­me­diær ­blokk­mark
T,T-27,T27-C-2,T27-C-2  Kalk­fat­tig og in­ter­me­diær s­nø­lei­e-­blokk­mark
T,T-27,T27-C-3,T27-C-3  Kalk­rik ­blokk­mark
T,T-27,T27-C-4,T27-C-4  Kalk­rik s­nø­lei­e-­blokk­mark
T,T-27,T27-C-5,T27-C-5  Blokk­mar­k i ve­ge­ta­sjons­fritt s­nø­leie
T,T-27,T27-C-6,T27-C-6  Kalk­fat­tig og in­ter­me­diær rabbe­pre­get ­blokk­mark
T,T-27,T27-C-7,T27-C-7  Kalk­rik rabbe­pre­get ­blokk­mark
T,T-27,T27-C-8,T27-C-8  Kalk­rik rabbe­pre­get ­blokk­mark
T,T-28,T28-C-1,T28-C-1  Kalk­fat­tig ­po­la­rør­ken
T,T-28,T28-C-2,T28-C-2  In­ter­me­diær og s­vak­t kalk­rik ­po­la­rør­ken
T,T-28,T28-C-3,T28-C-3  Sterk­t kalk­rik ­po­la­rør­ken
T,T-29,T29-C-1,T29-C-1  Stein- og ­gruss­tren­der og ­strand­lin­jer i e­tab­le­rings­- og kon­so­li­de­rings­fa­se på e­pi­li­to­ral ­fast­mark
T,T-29,T29-C-1,T29-C-1  Stein- og ­gruss­tren­der og ­strand­lin­jer i pio­ner­fa­se på e­pi­li­to­ral ­fast­mark
T,T-29,T29-C-3,T29-C-3  Øv­re skjell­sand­strand ­med pio­ner­ve­ge­ta­sjon
T,T-29,T29-C-4,T29-C-4  Øv­re skjell­sand­strand i  e­tab­le­rings­- og kon­so­li­de­rings­fa­sen
T,T-29,T29-C-5,T29-C-5  Stein- og ­gruss­tren­der og ­strand­lin­jer i pio­ner­fa­se i ­su­pra­li­to­ral
T,T-29,T29-C-6,T29-C-6  Ned­re skjell­sand­strand ­med pio­ner­ve­ge­ta­sjon
T,T-3,T3-C-1,T3-C-1  Kalk­fat­tig ­le­side
T,T-3,T3-C-10,T3-C-10  Sterk­t kalk­rik ­le­side
T,T-3,T3-C-11,T3-C-11  Sterk­t kalk­rik ­fjel­l-lyng­hei
T,T-3,T3-C-12,T3-C-12  Sterk­t kalk­rik ­fjel­l-l­av­hei
T,T-3,T3-C-13,T3-C-13  In­ter­me­diær ­kilde­på­vir­ket ­le­side
T,T-3,T3-C-14,T3-C-14  Kalk­rik ­kilde­på­vir­ket ­le­side
T,T-3,T3-C-2,T3-C-2  Kalk­fat­tig ­fjel­l-lyng­hei
T,T-3,T3-C-3,T3-C-3  Kalk­fat­tig ­fjel­l-l­av­hei
T,T-3,T3-C-4,T3-C-4  In­ter­me­diær ­le­side
T,T-3,T3-C-5,T3-C-5  In­ter­me­diær ­fjel­l-lyng­hei
T,T-3,T3-C-6,T3-C-6  In­ter­me­diær ­fjel­l-l­av­hei
T,T-3,T3-C-7,T3-C-7  Svak­t kalk­rik ­le­side
T,T-3,T3-C-8,T3-C-8  Svak­t kalk­rik ­fjel­l-lyng­hei
T,T-3,T3-C-9,T3-C-9  Svak­t kalk­rik ­fjel­l-l­av­hei
T,T-30,T30-C-1,T30-C-1  Flom­skogs­mar­ker på ­grus og stein
T,T-30,T30-C-2,T30-C-2  Flom­skogs­mar­ker på
T,T-30,T30-C-3,T30-C-3  Kilde­på­vir­ke­de
T,T-30,T30-C-4,T30-C-4  Ero­sjons­pre­get
T,T-31,T31-C-1,T31-C-1  Kalk­fat­tig boreal frisk hei
T,T-31,T31-C-10,T31-C-10  Sterk­t kalk­rik boreal frisk hei
T,T-31,T31-C-11,T31-C-11  Sterk­t kalk­rik boreal lyng­hei
T,T-31,T31-C-12,T31-C-12  Sterk­t kalk­rik boreal l­av­hei
T,T-31,T31-C-13,T31-C-13  In­ter­me­diær ­kilde­på­vir­ket boreal frisk hei
T,T-31,T31-C-14,T31-C-14  Kalk­rik ­kilde­på­vir­ket boreal frisk hei
T,T-31,T31-C-2,T31-C-2  Kalk­fat­tig boreal lyng­hei
T,T-31,T31-C-3,T31-C-3  Kalk­fat­tig boreal l­av­hei
T,T-31,T31-C-4,T31-C-4  In­ter­me­diær boreal frisk hei
T,T-31,T31-C-5,T31-C-5  In­ter­me­diær boreal lyng­hei
T,T-31,T31-C-6,T31-C-6  In­ter­me­diær boreal l­av­hei
T,T-31,T31-C-7,T31-C-7  Svak­t kalk­rik boreal frisk hei
T,T-31,T31-C-8,T31-C-8  Svak­t kalk­rik boreal lyng­hei
T,T-31,T31-C-9,T31-C-9  Svak­t kalk­rik boreal l­av­hei
T,T-32,T32-C-1,T32-C-1  Kalk­fat­tig eng ­med ­mindre hevd­preg
T,T-32,T32-C-10,T32-C-10  Kalk­rik høg­stau­de-eng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-32,T32-C-11,T32-C-11  Kalk­fat­tig tør­reng ­med ­mindre hevd­preg
T,T-32,T32-C-12,T32-C-12  Kalk­fat­tig tør­reng ­med klar­t hevd­preg
T,T-32,T32-C-13,T32-C-13  In­ter­me­diær tør­reng ­med ­mindre hevd­preg
T,T-32,T32-C-14,T32-C-14  In­ter­me­diær tør­reng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-32,T32-C-15,T32-C-15  Svak­t kalk­rik tør­reng ­med ­mindre hevd­preg
T,T-32,T32-C-16,T32-C-16  Svak­t kalk­rik tør­reng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-32,T32-C-17,T32-C-17  Sterk­t kalk­rik tør­reng ­med ­mindre hevd­preg
T,T-32,T32-C-19,T32-C-19  Sand­dy­ne-eng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-32,T32-C-2,T32-C-2  Kalk­fat­tig eng ­med klar­t hevd­preg
T,T-32,T32-C-20,T32-C-20  Svak­t kalk­rik eng ­med klar­t hevd­preg
T,T-32,T32-C-21,T32-C-21  Svak­t kalk­rik eng ­med s­vak­t preg av ­gjøds­ling
T,T-32,T32-C-3,T32-C-3  In­ter­me­diær eng ­med ­mindre hevd­preg
T,T-32,T32-C-4,T32-C-4  In­ter­me­diær eng ­med klar­t hevd­preg
T,T-32,T32-C-4,T32-C-4  In­ter­me­diær eng ­med s­vak­t preg av ­gjøds­ling
T,T-32,T32-C-5,T32-C-5  Svak­t kalk­rik eng ­med ­mindre hevd­preg
T,T-32,T32-C-6,T32-C-6  Svak­t kalk­rik eng ­med ­mindre hevd­preg
T,T-32,T32-C-7,T32-C-7  Sterk­t kalk­rik eng ­med ­mindre hevd­preg
T,T-32,T32-C-8,T32-C-8  Sterk­t kalk­rik tør­reng ­med klar­t hevd­preg
T,T-32,T32-C-8,T32-C-8  Sterk­t kalk­rik eng ­med klar­t hevd­preg
T,T-32,T32-C-9,T32-C-9  Kalk­rik høg­stau­de-eng ­med ­mindre hevd­preg
T,T-33,T33-C-1,T33-C-1  Ned­re ­se­mi-­na­tur­lig ­stran­deng
T,T-33,T33-C-2,T33-C-2  Øv­re ­se­mi-­na­tur­lig ­stran­deng
T,T-34,T34-C-1,T34-C-1  Kalk­fat­tig ­bak­li-hei
T,T-34,T34-C-2,T34-C-2  Kalk­fat­ti­ge ­kyst­lyng­hei­er
T,T-34,T34-C-3,T34-C-3  In­ter­me­diær ­bak­li-hei
T,T-34,T34-C-4,T34-C-4  In­ter­me­diæ­re ­kyst­lyng­hei­er
T,T-34,T34-C-5,T34-C-5  Svak­t kalk­rike ­kyst­lyng­hei­er
T,T-34,T34-C-6,T34-C-6  Sterk­t kalk­rike ­kyst­lyng­hei­er
T,T-35,T35-C-1,T35-C-1  Sterk­t ­endret ­fast­mar­k ­med jord­dek­ke
T,T-35,T35-C-2,T35-C-2  Sterk­t ­endre­de ­fast­mar­ker ­med ­dek­ke av sand el­ler ­grus
T,T-35,T35-C-3,T35-C-3  Sterk­t ­endret ­fast­mar­k ­med ­dek­ke av ­sil­t og ­lei­re
T,T-36,T36-C-1,T36-C-1  Sterk­t ­endret ­tid­li­ge­re våt­mark
T,T-36,T36-C-2,T36-C-2  Tørr­lag­t elve­bunn
T,T-36,T36-C-3,T36-C-3  Tørr­lag­t inn­sjø­bunn
T,T-37,T37-C-1,T37-C-1  Slagg­hau­ger og ­de­po­ni­er ­for ­fast kje­misk ­av­fall
T,T-37,T37-C-2,"T37-C-2  As­fal­t, ­løs ­be­tong og ­lig­nen­de"
T,T-37,T37-C-3,T37-C-3  Av­falls­de­po­ni og ­lig­nen­de
T,T-39,T39-C-1,T39-C-1  Blokk­de­po­ni­er
T,T-39,T39-C-2,T39-C-2  Blott­lag­t ­fast ­fjell
T,T-39,T39-C-3,T39-C-3  Fast ­fjel­l blott­lag­t ved­ tørr­leg­ging el­ler ­ned­tap­ping
T,T-39,T39-C-4,"T39-C-4  el­ler ­syn­te­tis­ke, over­vei­en­de u­or­ga­nisk ­fas­te ­sub­stra­ter"
T,T-4,T4-C-1,T4-C-1  blå­bær­skog
T,T-4,T4-C-10,T4-C-10  svak lyng-lå­gurt­skog
T,T-4,T4-C-11,T4-C-11  lyng-lå­gurt­skog
T,T-4,T4-C-12,T4-C-12  lyng-kal­klå­gurt­skog
T,T-4,T4-C-13,T4-C-13  lav­skog
T,T-4,T4-C-14,T4-C-14  svak lav-lå­gurt­skog
T,T-4,T4-C-15,T4-C-15  lav-lå­gurt­skog
T,T-4,T4-C-16,T4-C-16  lav-kal­klå­gurt­skog
T,T-4,T4-C-17,T4-C-17  stor­bregne­skog
T,T-4,T4-C-18,T4-C-18  høg­staude­skog
T,T-4,T4-C-19,T4-C-19  litt ­tørke­ut­satt høg­staude­skog
T,T-4,T4-C-2,T4-C-2  svak lå­gurt­skog
T,T-4,T4-C-20,T4-C-20  tørke­ut­satt høg­staude­skog
T,T-4,T4-C-3,T4-C-3  lå­gurt­skog
T,T-4,T4-C-4,T4-C-4  kal­klå­gurt­skog
T,T-4,T4-C-5,T4-C-5  bær­lyng­skog
T,T-4,T4-C-6,T4-C-6  svak bær­lyng-lå­gurt­skog
T,T-4,T4-C-7,T4-C-7  bær­lyng-lå­gurt­skog
T,T-4,T4-C-8,T4-C-8  bær­lyng-kal­klå­gurt­skog
T,T-4,T4-C-9,T4-C-9  lyng­skog
T,T-45,T45-C-1,T45-C-1  Opp­dyr­ke­de va­ri­ge en­ger ­med ­li­te in­ten­siv­t hevd­preg
T,T-45,T45-C-2,T45-C-2  Opp­dyr­ket in­ten­siv ­slåtte­eng
T,T-45,T45-C-3,T45-C-3  Opp­dyr­ket s­vær­t in­ten­siv ­slåtte­eng
T,T-5,T5-C-1,T5-C-1  Kalk­fat­ti­ge ­til s­vak­t kalk­rike ik­ke ­tørke­ut­sat­te ­grot­ter og over­heng
T,T-5,T5-C-2,T5-C-2  Sterk­t kalk­rike ik­ke ­tørke­ut­sat­te ­grot­ter og over­heng
T,T-5,T5-C-3,T5-C-3  Mindre kalk­rik­t ­grotte­dyp
T,T-5,T5-C-4,T5-C-4  Indre ­del av ­dyp karst­grot­te
T,T-5,T5-C-5,T5-C-5  Tør­t kalk­fat­tig over­heng
T,T-5,T5-C-6,T5-C-6  Tør­t in­ter­me­diær­t og s­vak­t kalk­rik­t over­heng
T,T-5,T5-C-7,T5-C-7  Tør­t sterk­t kalk­rik­t over­heng
T,T-6,T6-C-1,T6-C-1  Kalk­fat­ti­ge ­strand­berg
T,T-6,T6-C-2,T6-C-2  Kalk­rik ­berg­knaus i ­bølge­sprut­so­nen
T,T-7,T7-C-1,T7-C-1  Svær­t kalk­fat­tig ­mo­de­rat s­nø­leie
T,T-7,T7-C-10,T7-C-10  Kalk­rik­t eks­tremsnø­leie
T,T-7,T7-C-11,T7-C-11  Ve­ge­ta­sjons­fritt s­nø­leie
T,T-7,T7-C-12,T7-C-12  Kilde­på­vir­ket in­ter­me­diær­t s­nø­leie
T,T-7,T7-C-13,T7-C-13  Kilde­på­vir­ket s­vak­t kalk­rik­t s­nø­leie
T,T-7,T7-C-14,T7-C-14  Kilde­på­vir­ket kal­k­snø­leie
T,T-7,T7-C-2,T7-C-2  Svak­t kalk­fat­tig ­mo­de­rat s­nø­leie
T,T-7,T7-C-3,T7-C-3  In­ter­me­diær­t ­mo­de­rat s­nø­leie
T,T-7,T7-C-4,T7-C-4  Svak­t kalk­fat­tig og in­ter­me­diær­t se­in­t s­nø­leie
T,T-7,T7-C-5,T7-C-5  Svak­t kalk­fat­tig og in­ter­me­diær­t eks­tremsnø­leie
T,T-7,T7-C-6,T7-C-6  Svak­t kalk­rik­t ­mo­de­rat s­nø­leie
T,T-7,T7-C-7,T7-C-7  Svak­t kalk­rik­t se­in­t s­nø­leie
T,T-7,T7-C-8,T7-C-8  Sterk­t kalk­rik­t ­mo­de­rat s­nø­leie
T,T-7,T7-C-9,T7-C-9  Sterk­t kalk­rik­t se­in­t s­nø­leie
T,T-8,T8-C-1,T8-C-1  Fugle­fjel­l-en­ger
T,T-8,T8-C-2,T8-C-2  Fugle­fjel­l-høg­staude­eng
T,T-8,T8-C-3,T8-C-3  Fugle­topp
T,T-9,T9-C-1,T9-C-1  Fat­tig-in­ter­me­diær ­mosetund­ra
T,T-9,T9-C-2,T9-C-2  Kalk­rik ­mosetund­ra
V,V-1,V1-C-1,V1-C-1  Svær­t og tem­me­lig
V,V-1,V1-C-2,V1-C-2  Litt kalk­fat­ti­ge og s­vakt
V,V-1,V1-C-3,V1-C-3  Sterk­t in­ter­me­diæ­re og
V,V-1,V1-C-4,V1-C-4  Tem­me­lig ­til eks­tremt
V,V-1,V1-C-5,V1-C-5  Svær­t og tem­me­lig kalk­fat­ti­ge myr­kan­ter
V,V-1,V1-C-6,V1-C-6  Litt kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re myr­kan­ter
V,V-1,V1-C-7,V1-C-7  Sterk­t in­ter­me­diæ­re og ­litt kalk­rike myr­kan­ter
V,V-1,V1-C-8,V1-C-8  Tem­me­lig ­til eks­trem­t kalk­rike myr­kan­ter
V,V-1,V1-C-9,V1-C-9  Salt­på­vir­ket myr­kant
V,V-10,V10-C-1,V10-C-1  In­ter­me­diær våteng
V,V-10,V10-C-2,V10-C-2  Kalk­rik våteng
V,V-10,V10-C-3,V10-C-3  Kilde­vanns­på­vir­ket våteng
V,V-11,V11-C-1,V11-C-1  Kalk­fat­tig torv­tak
V,V-11,V11-C-2,V11-C-2  Kalk­rik­t torv­tak­NiN-­ka­rak­te­ris­tikk:
V,V-12,V12-C-1,V12-C-1  Grøf­tet kalk­fat­tig jord­vanns­myr
V,V-12,V12-C-2,V12-C-2  Grøf­tet kalk­rik jord­vanns­myr
V,V-12,V12-C-3,V12-C-3  Grøf­tet ­ned­børs­myr
V,V-13,V13-C-1,V13-C-1  Ny­e våt­mar­ker ­med opp­rin­nel­se i sterk­t ­endre­de ­fast­marks­sys­te­mer
V,V-13,V13-C-2,V13-C-2  Ny­e våt­mar­ker ­med opp­rin­nel­se i jord­bruks­mar­k på ­fast­mark
V,V-13,V13-C-3,V13-C-3  Ny­e våt­mar­ker ­med opp­rin­nel­se i ­ned­dem­t ­skogs­mark
V,V-13,V13-C-4,V13-C-4  Ny­e våt­mar­ker ­med opp­rin­nel­se i ­fersk­vanns­bunn
V,V-2,V2-C-1,V2-C-1  Kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re ­myr- og ­sump­skogs­mar­ker
V,V-2,V2-C-2,V2-C-2  Sterk­t in­ter­me­diæ­re og ­litt kalk­rike ­myr- og ­sump­skogs­-­mar­ker
V,V-2,V2-C-3,V2-C-3  Tem­me­lig ­til eks­trem­t kalk­rike ­myr- og ­sump­skogs­mar­ker
V,V-3,V3-C-1,NULL
V,V-3,V3-C-2,V3-C-2  Om­bro­trof myr­kant
V,V-4,V4-C-1,V4-C-1  Litt kalk­fat­tig og s­vak­t in­ter­me­diær svak­kil­de
V,V-4,V4-C-2,V4-C-2  Sterk­t in­ter­me­diæ­re og ­litt kalk­rike ­kil­der
V,V-4,V4-C-3,V4-C-3  Tem­me­lig ­til eks­trem­t kalk­rike ­kil­der
V,V-4,V4-C-4,V4-C-4  Sterk­t in­ter­me­diæ­re og ­litt kalk­rike torv­mark­s­kil­der
V,V-4,V4-C-5,V4-C-5  Tem­me­lig ­til eks­trem­t kalk­rike torv­mark­s­kil­der
V,V-5,V5-C-1,V5-C-1  Svak varm­kil­de
V,V-5,V5-C-2,V5-C-2  Klar varm­kil­de
V,V-6,V6-C-1,V6-C-1  Kalk­fat­tig og in­ter­me­diær­t ­mo­de­rat våts­nø­leie
V,V-6,V6-C-2,V6-C-2  Kalk­rik­t ­mo­de­rat våts­nø­leie
V,V-6,V6-C-3,V6-C-3  Kalk­fat­tig og in­ter­me­diær­t se­in­t våts­nø­leie
V,V-6,V6-C-4,V6-C-4  Kalk­rik­t se­in­t våts­nø­leie
V,V-6,V6-C-5,V6-C-5  Kalk­fat­tig og in­ter­me­diær­t eks­trem-våts­nø­leie
V,V-6,V6-C-6,V6-C-6  Kalk­rik­t eks­trem-våts­nø­leie
V,V-6,V6-C-7,V6-C-7  Kalk­fat­tig og in­ter­me­diær­t se­in­t ­kil­de­s­nø­leie
V,V-6,V6-C-8,V6-C-8  Kalk­rik­t se­in­t ­kil­de­s­nø­leie
V,V-6,V6-C-9,V6-C-9  Eks­trem-­kil­de­s­nø­leie
V,V-7,V7-C-1,V7-C-1  Kalk­fat­tig og in­ter­me­diær ­per­ma­frost-våt­mark
V,V-7,V7-C-2,V7-C-2  Kalk­rik ­per­ma­frost-våt­mark
V,V-8,V8-C-1,V8-C-1  Kalk­fat­tig og in­ter­me­diær ­strand- og ­sump­skogs­mark
V,V-8,V8-C-2,V8-C-2  Kalk­rik ­strand- og ­sump­skogs­mark
V,V-8,V8-C-3,V8-C-3  Salt­på­vir­ket ­strand- og ­sump­skogs­mark
V,V-9,V9-C-1,V9-C-1  Kalk­fat­tig ­se­mi-­na­tur­lig ­myr
V,V-9,V9-C-2,V9-C-2  In­ter­me­diær ­se­mi-­na­tur­lig ­myr
V,V-9,V9-C-3,V9-C-3  Kalk­rik ­se­mi-­na­tur­lig ­myr
