pid,_id,language_id,key,value
922,lec_FR,nb,<name>,Flom­re­gi­me
923,lec_GS,en,<description>,"Light attenuation and reduced amplitudes of temperature and air humidity along the physical gradient from open ground via overhanging rocks to the interior of deep caves, ending in a species-thinning situation"
924,lec_GS,en,<name>,Cave-induced sheltering
925,lec_GS,nb,<description>,"Kom­pleks ­miljø­gra­di­en­t som ­be­skri­ver lyss­vek­king og re­du­ser­t amp­li­tu­de i fle­re en­kelt­va­ri­ab­ler som ­luft­fuk­tig­het og lys lang­s en ­fy­sisk ­gra­di­en­t ­fra å­pen ­mar­k ­til ­det indre av ­dy­pe ­grot­ter. ­Grotte­be­tin­get ­skjerm­ing er re­le­van­t ­for va­ria­sjon i arts­sam­men­set­ning ­både i ­ter­re­stre og akva­tis­ke ­sys­te­mer, og ­for en lang rek­ke arts­grup­per. Arts­sam­men­set­nin­gen i indre ­de­ler av ­grot­ter (s­ter­k ­grotte­be­tin­get ­skjerm­ing) er dår­lig kjen­t\n\t­Til ­grunn ­for ­trinn­de­ling av GS­ er lag­t at ­gra­di­en­ten en­der i arts­ut­tyn­ning ­med ­ned­re ende­trinn ­for arts­ut­tyn­nings­in­ter­val­let i ­trinn GS­∙b."
926,lec_GS,nb,<name>,Grotte­be­tin­get ­skjerm­ing
927,lec_HF,en,<description>,"Variation in the inclination of rock substrates (submerged or terrestrial); with increasing slope the tebdency for loss of sessile organisms’ biomass increases due to strengthening of downward forces (water erosion, transport of snow, ice, soil etc.)"
928,lec_HF,en,<name>,Slope-related disturbance intensity
929,lec_HF,nb,<description>,"Hel­nings­ba­ser­t ­for­styr­rel­ses­in­ten­si­tet ­be­skri­ver ­den ø­ken­de ­fa­ren ­for tap av ­bio­mas­se av ­fast­sit­ten­de ­or­ga­nis­mer på na­ken­t ­ber­g, på land og i ­vann, ­med ø­ken­de hel­ning. ­Den ø­ken­de ­for­styr­rel­ses­in­ten­si­te­ten ­skyl­des at nedad­rette­te kref­ter (­van­n­ero­sjon, is­sku­ring, s­nø- og jord­ras et­c.) som ­vir­ker på ­or­ga­nis­me­ne ­for­ster­kes n­år ­sub­stra­t­over­fla­ta­ b­lir ­brat­te­re (­inn­til ­berg­veg­gen er lodd­rett). ­Da ø­ker ­fa­ren ­for at ­or­ga­nis­me­ne ­skal ­løs­ne, og ­mil­jø­et s­til­ler ø­ken­de ­krav ­til ­til­pas­nin­ger (­tett ­til­tryk­t ­sub­stra­tet som skorpelav, ­go­de ­feste­an­ord­nin­ger et­c.). ­Gren­sa ­mel­lom­ ­berg­knaus og ­berg­veg­g er en ­grad­vis ­over­gang, ­men et ­gjen­nom­gå­en­de trekk ­ser ut ­til å ­væ­re at arts­sam­men­set­nin­gen ­end­rer ­seg sterk­t om­kring 80fl (en ­stig­ning på ­minst 6 ver­ti­kalme­ter pr. ho­ri­son­talme­ter n­år ­berg­hyl­ler ik­ke reg­ne­s ­med), ­både på land og i ­vann­sys­te­mer. ­Den­ne ­gren­sa er i­mid­ler­tid ­ba­ser­t på ­skjønn og ik­ke på em­pi­ris­ke ­data­. ­Berg­veg­gen re­pre­sen­te­rer ­over­gangs­trin­net lang­s en hel­nings­gra­di­en­t ­mel­lom­ hel­nings­gra­der ­der hel­nings­be­tin­get ­for­styr­rel­ses­in­ten­si­tet (HF) og ­grotte­be­tin­get ­skjerm­ing (GS­) ­be­nyt­tes ­til å ­be­skri­ve va­ria­sjo­nen. ­Første ­mel­lom­trinn i GS­ er over­heng, ­der hel­nings­be­tin­get ­for­styr­rel­se ­fort­satt ­fin­ner sted, ­men ­der andre ­me­ka­nis­mer enn ­de som er ­virk­som­me i å­pen­t ­ter­reng anses ­for ­vik­ti­ge­re."
930,lec_HF,nb,<name>,Hel­nings­be­tin­get ­for­styr­rel­ses­in­ten­si­tet
931,lec_HI,en,<description>,"Variation in the intensity of agricultural land management activities, including related anthropogeneous impacts not intended to increase production; running from natural sites with no traces of management, via extensively managed (e.g.,  by grazing, haymaking or prescribed burning), semi-natural sites to intensively managed sites (managed by ploughing, fertilisation, treatment with herbicides and sowing of crops)"
932,lec_HI,en,<name>,Land management intensity
933,lec_HI,nb,<description>,"Hev­d, i ­mot­set­ning ­til an­nen ­men­neske­be­tin­get ­for­styr­rel­se, de­fi­ne­res som ’re­gel­mes­sig ­men­neske­be­tin­get ak­ti­vi­tet som opp­rett­hol­der ­spe­si­fik­ke ­na­tur­ty­per ­gjen­nom­ ­for­styr­rel­se, e­ven­tu­el­t i ­kom­bi­na­sjon ­med ­til­tak ­for å frem­me land­bruks­pro­duk­sjon; ak­ti­vi­te­ter og ­på­virk­nin­ger som in­klu­de­res i hevd­be­gre­pet er ­slåt­t, ­bei­ting og hus­dyrt­råk­k, bren­ning, jord­be­ar­bei­ding, ryd­ding, ­sprøy­ting, ­gjøds­ling, høs­ting av tre­sjik­tet, så­ing og ­van­ning; ­be­stem­te hevd­be­tinge­te ­na­tur­ty­per ­for­ut­set­ter ­be­stem­te hev­dre­gi­mer’. ­Sam­men­hen­ger ­mel­lom­ u­li­ke hevdre­la­ter­te ­på­virk­nin­ger og hev­din­ten­si­te­ten er ­sam­men­stil­t i ­NiN[2] Ar­tik­kel 1; Ta­bel­l B3–2 og ­Fig. B3–3. Hev­d im­pli­se­rer ­for­styr­rel­se i hen­hold ­til de­fi­ni­sjo­nen av ­det­te ­be­gre­pet ­for­di hev­den med­fø­rer ­fjer­ning av ­bio­mas­se. Hev­d-in­ten­si­tet de­fi­ne­res som ’hev­dens ­om­fang, ­vur­der­t på ­grunn­lag av ­grad [se­verity] og fre­kvens [recur­ren­ce]’. De­fi­ni­sjo­nen av hev­d om­fat­ter ogs­å andre ­men­neske­be­tinge­te ak­ti­vi­te­ter enn ­de som har som ­for­mål å frem­me ­pro­duk­sjon, f.eks. er ­slåt­t og ­sprøy­ting av veg­kan­ter, p­len­slåt­t et­c., et­ter de­fi­ni­sjo­nen hev­d. ­For­di ­sys­te­mer ­til­rette­lag­t ­for jord­bruks­pro­duk­sjon, ­det vil ­si ’­pro­duk­sjon av ­mat, ­dyre­for, pryd- og ­nytte­plan­ter og en­kelt­e rå­va­rer og ­tje­nes­ter ­for ­energi-, ­in­du­stri- el­ler andre ­for­mål’, ­skil­ler ­seg ve­sent­lig ­fra andre hevd­prege­te ­sys­te­mer, blan­t an­net ­med hen­syn ­til arts­sam­men­set­nin­gen, ­skil­les i ­NiN 2 ­mel­lom­ jord­bruks­mar­k (’­mar­k pre­get av hev­d ­med ­sik­te på jord­bruks­pro­duk­sjon’) og an­nen hevd­pre­get ­mar­k. \n\t­Be­gre­pe­ne ­se­mi-­na­tur­lig hevd­pre­get ­mar­k og sterk­t ­endret hevd­pre­get ­mar­k ­bru­kes ­til å ­ka­rak­te­ri­se­re to ho­ved­de­ler av hev­din­ten­si­tets­gra­di­en­ten. In­nen­for hver av ­dis­se ­ka­te­go­ri­ene ­skil­les ­mel­lom­ ­se­mi-­na­tur­lig jord-­bruks­mar­k, de­fi­ner­t som ’jord­bruks­mar­k pre­get av hev­d ­med en in­ten­si­tet som ­re­sul­te­rer i, el­ler opp­rett­hol­der, et ­sys­tem som ­til­freds­stil­ler de­fi­ni­sjo­nen av ­se­mi-­na­tur­lig ­mar­k’, og opp­dyr­ka ­mar­k (= jord­bruks­mar­k pre­get av in­ten­siv hev­d), de­fi­ner­t som ‘jord­bruks­mar­k som pre­ges av hev­d ­med en in­ten­si­tet som ­re­sul­te­rer i, el­ler opp­rett­hol­der, et ­sys­tem som ­til­freds­stil­ler de­fi­ni­sjo­nen av sterk­t ­endret ­mar­k’, på hevd­pre­get ­mar­k ­med jord­bruks­pro­duk­sjon som ho­ved­for­mål, og ­fra hevd­pre­get ­mar­k u­ten jord­bruks­pro­duk­sjon som ho­ved­for­mål."
934,lec_HI,nb,<name>,Hev­din­ten­si­tet
935,lec_HR,en,<description>,Binary variable that distinguishes between two fundamentally different land management regimes on semi-natural ground: grazing and/or haymaking (resulting in grassland) vs prescribed burning (resulting in heathland)
936,lec_HR,en,<name>,Semi-natural land management regime
937,lec_HR,nb,<description>,"Den­ne ­kom­plek­se ­miljø­fak­to­ren ­be­skri­ver ­de to ­fun­da­men­tal­t ­for­skjel­li­ge hev­dre­gi­me­ne som har ­gitt opp­hav ­til ho­ved­ka­te­go­ri­ene av ­se­mi-­na­tur­lig jord­bruks­mar­k; lyng­bren­ning som ­nøk­kel­ele­men­tet i hev­dre­gi­met som, i ­kom­bi­na­sjon ­med ­bei­ting he­le el­ler sto­re ­de­ler av året, e­ven­tu­el­t ogs­å ­slåt­t, har ­gitt opp­hav ­til ­kyst­lyng­hei, og ­bei­te og/el­ler ­slåt­t, ­gjer­ne i ­kom­bi­na­sjon (­se ­NiN[2] Ar­tik­kel 1: ­ka­pit­tel B3g), som har ­gitt opp­hav ­til ­se­mi-­na­tur­lig eng. Bren­ning kan ogs­å ha ­vær­t ­vik­tig ­led­d i ­tid­li­ge ­fa­ser av et ­bei­te- og/el­ler ­slåtte­re­gi­me (land­nåms­fa­sen), el­ler som et ved­va­ren­de ­til­tak, f.eks. ­for å ­for­bedre ­beitekva­li­te­ten på ­ma­ger ­mar­k. ­For ­nær­me­re ­be­skri­vel­se av hver en­kelt­ ­klas­se, ­se ­de re­spek­ti­ve ho­ved­ty­pe­ne."
938,lec_HR,nb,<name>,Se­mi-­na­tur­lig hev­dre­gi­me
939,lec_HS,en,<description>,
940,lec_HS,en,<name>,Minor-type specific gradient
941,lec_HS,nb,<description>,
942,lec_HS,nb,<name>,Ho­ved­type­spe­si­fikk inn­de­ling
943,lec_HU,en,<description>,"Variation in the concentration of particulate and dissolved organic matter in water, from oligohumous and transparent (<2 mg TOC/L; TOC = total organic carbon) via mesohumous to polyhumous, dark-coloured (> 15 mg TOC/L)"
944,lec_HU,en,<name>,Freshwater humus content
945,lec_HU,nb,<description>,"Hu­mus­inn­hol­det, el­ler ­vann­far­gen, er et ­ut­trykk ­for ­meng­den ­par­ti­ku­lær­t og ­løst ­or­ga­nisk ­ma­te­ria­le i ­fersk­vann – ø­ken­de ­inn­hold av ­or­ga­nisk ­ma­te­ria­le ­gir ­van­net en ­mør­ke­re ­far­ge. ­Det ­or­ga­nis­ke ­ma­te­ria­let kan ­væ­re ­pro­du­ser­t i ­vann­sys­te­met (­au­tok­ton­t, stedegen­t) el­ler, of­te­re, er ­det ­til­før­t (al­lok­ton­t) ­fra om­gi­vel­se­ne. ­De ­vik­tigs­te ­kil­de­ne ­til høyt hu­mus­inn­hold i ­fersk­vann er ­til­førs­ler ­fra ­my­rer og ­skogs­mar­k i ­ned­bør­fel­tet. ­Tur­bi­di­tet (TU) er et ­ut­trykk ­for ­meng­den ­sus­pen­der­t u­or­ga­nisk ­ma­te­ria­le i ­fersk­vann.\n\tAv ­de 929 ­sjø­ene i NI­VAs ­vann­egen­skaps­data­ba­se som in­klu­de­rer ­må­lin­ger av p­H, ­Ca og ­vann­far­ge (­se ­NiN[1] Ar­tik­kel 18), hø­rer 57,8 % ­til ­trinn HU∙a o­li­go­hu­møs (de­fi­ner­t som < 15 m­g P­t/l), 17,0 % ­til ­trinn HU∙b (15–30 m­g P­t/l), 6,5 % ­til ­trinn HU∙c (30–45 m­g P­t/l), 12,7 % ­til ­trinn HU∙d (45–90 m­g P­t/l) og 4,7 % ­til ­trinn HU∙e (> 90 m­g P­t/l)."
946,lec_HU,nb,<name>,Hu­mus­inn­hold
947,lec_IF,en,<description>,"Variation in the intensity of freezing and ice scouring on littoral belts of coastal and inland lake sites, flooded ground along rivers and in kettle holes, e.g., affecting the establishment of perennial plants; ends in a species-thinning situation"
948,lec_IF,en,<name>,Ice-scouring disturbance
949,lec_IF,nb,<description>,"Adres­se­rer ­den ­ka­rak­te­ris­tis­ke ­ef­fek­ten av re­gel­mes­sig isinn­fry­sing og is­sku­ring i ­fjære­bel­tet og i ­flom­so­nen lang­s elver og inn­sjø­er, ­sam­t ­ef­fek­ter av isinn­fry­sing i ­bun­nen av ­dø­dis­groper ­med ­gjen­nom­slippe­li­ge ­løs­mas­ser i kon­ti­nen­ta­le ­om­rå­der, som inne­bæ­rer at ­gro­pe­ne ­fyl­les av ­vann som fry­ser ­til is. \n\t­Lang­s ­kys­ten ­for­ster­ker ­ef­fek­ten av is­be­tin­get ­for­styr­rel­se ­seg ­nord­over­, og i ­Nord-­Nor­ge kan ­for­år­sa­ke blank­skur­te ­ber­g i ­fjære­bel­tet. ­Mens ­bøl­ger og ­strøm [­vann­for­styr­rel­ses­in­ten­si­tet (V­F)] har ­både ­po­si­ti­ve (­vann­ut­skif­ting, ­til­før­sel av ­næ­ring et­c.) og ­ne­ga­ti­ve ­ef­fek­ter på ­or­ga­nis­me­ne, har is­sku­ring ­nes­ten ute­luk­ken­de en ­ne­ga­tiv ­ef­fek­t på arts­rik­dom og arts­sam­men­set­ning, og ­gir ­der­for opp­hav ­til arts­ut­tyn­ning. ­På­virk­nin­gen ­fra is­sku­ring ­fin­ner ­først og frem­st sted vår og høst. På ste­der som er ­ut­satt ­for is­sku­ring ­fin­nes of­te ­de ­sam­me ar­te­ne som i tang­sam­funn, ­men ­med ­do­mi­nans av hur­tig­vok­s­en­de ­grønn­al­ger ­Re­sul­ta­tet kan b­li et ­sam­funn u­ten fler­åri­ge ar­ter, ­men ­med opp­blomst­ring av hur­tig­vok­s­en­de '­som­mer­ar­ter’ som er ri­ke­lig ­til s­te­de. ­Ef­fek­ten av is­be­tin­get ­for­styr­rel­se (IF) er ­sam­men­lign­bar ­med ­ef­fek­ten av andre ero­de­ren­de ­pro­ses­ser. som f.eks. ­fanges opp av ­ero­sjons­ut­satt­het (ER), ­men ­mer rein­t ­de­sta­bi­li­se­ren­de enn ­ef­fek­ten av ­vind­ut­satt­het (VI).\n\­tI kon­ti­nen­ta­le inn­lands­strøk, ­først og frem­st i ­Nord-Øs­ter­dal (­Foll­dal og ­nær­lig­gen­de ­om­rå­der) ­fin­nes tall­ri­ke ­dø­dis­groper, som ­spen­ner over et stor­t ­stør­rel­ses­spek­ter. I ­det vin­ter­kal­de, ­ned­bør­fat­ti­ge ­kli­ma­et fry­ser ­mar­ka i s­li­ke ­grup­per ­til ­med is om høs­ten og ­til­førs­ler av ­vann ­til ­den fros­ne ­mar­ka ­bi­drar ­til å ø­ke is­la­get­s­ tjuk­kel­se. I s­nø­smel­tin­gen om vå­ren vil ­dø­dis­gro­pe­ne ­væ­re ­vann­fyl­te i en ­pe­rio­de ­inn­til ­mar­ka b­lir fri ­for tele. Arts­sam­men­set­nin­gen i s­li­ke ­groper får et ­ka­rak­te­ris­tisk preg av is­be­tin­get ­for­styr­rel­se (IF), og b­lir ­typi­fi­ser­t som T20 Isinn­fry­sings­mar­k. ­Det er vis­se ­fel­les­trekk ­mel­lom­ ­det­te ­for­styr­rel­ses­re­gi­met og ­flom­re­gi­met som ­fin­nes i ­dø­dis­groper ­leng­re ­sør på Øst­lan­det (på ­Gar­der­mo-s­let­ta), ­der lang­va­rig over­svøm­mel­se hel­ler enn inn­fry­sing i is er ­ut­slags­gi­ven­de ­for arts­sam­men­set­nin­gen. ­Det­te ­be­skri­ves som va­ria­sjon i ­flom­re­gi­me (FR).\n\t­Til ­grunn ­for ­ba­sis­trin­n­inn­de­lin­gen av is­be­tin­get ­for­styr­rel­se (IF) er lag­t at ­det­te er en arts­ut­tyn­nings­gra­di­en­t, ­der arts­ut­tyn­nings­in­ter­val­let star­ter al­le­re­de ved­ ­over­gan­gen ­mel­lom­ ­trin­ne­ne ER∙0 og ER∙a og ende­punk­tet er ­der ­dis­rup­tiv ­for­styr­rel­se ­for­hind­rer en sta­bil arts­sam­men­set­ning. I hen­hold ­til ret­nings­lin­je­ne ­for ­ba­sis­trinn­de­ling av arts­ut­tyn­nings­gra­di­en­ter (­se ­NiN[2] Ar­tik­kel 2, ­ka­pit­tel B2i), ­skal ­da is­be­tin­get ­for­styr­rel­se (IF) ­de­les i ­fire ­ba­sis­trinn."
950,lec_IF,nb,<name>,Is­be­tin­get ­for­styr­rel­se
951,lec_IO,en,<description>,Variation in the substrate’s content of organic matter ranging from predominantly inorganic (<10% organic matter) to predominantly organic substrates (<10% inorganic matter)
952,lec_IO,en,<name>,Organic matter content
953,lec_IO,nb,<description>,"Ak­ku­mu­le­ring av ­or­ga­nisk ­ma­te­ria­le ­fin­ner sted i ­fast­marks­sys­te­mer, i våt­marks­sys­te­mer, i ­fersk­vanns­sys­te­mer og i salt­vanns­sys­te­mer. ­Det ­or­ga­nis­ke ­ma­te­ria­let kan ­væ­re ­pro­du­ser­t på ste­det (­au­tok­ton­t, stedegen­t), ­det kan ­væ­re ­til­før­t (al­lok­ton­t; ­se ­NiN[1] Ar­tik­kel 12, ­ka­pit­tel A) el­ler ­det kan ­del­s ­væ­re stedegen­t, ­del­s ­til­før­t. Ak­ku­mu­le­ring av stedegen­t ­or­ga­nisk ­ma­te­ria­le er ­re­sul­ta­tet av at ­det over ­leng­re ­tid (­gjer­ne tu­se­ner av år) ­pro­du­se­res ­mer ­or­ga­nisk ­ma­te­ria­le enn ­det som ­brytes ­ned (dvs. at ­pro­duk­sjons­has­tig­he­ten er ­stør­re enn ­ned­bryt­nings­¬has­tig­he­ten, s­lik som f.eks. i torv­mar­ker). Tor­v er stedegen­t ak­ku­mu­ler­t ­ma­te­ria­le, av­satt i ­fuk­tig/­vann­met­tet ­miljø­, hvis tørr­vek­t ­ut­gjø­re­s av ­mer enn 30 % ­død­t ­or­ga­nisk ­ma­te­ria­le. ­Til­før­t ­or­ga­nisk ­ma­te­ria­le ak­ku­mu­le­res n­år ­til­før­se­len over ­leng­re ­tid er ­stør­re enn ­sum­men av bort­før­se­len og ­ned­bryt­nin­gen på ste­det. ­Dy er ak­ku­mu­ler­t ­or­ga­nisk ­ma­te­ria­le ­be­stå­en­de av u­kon­so­li­der­te (­lø­se) inn­sjø­se­di­men­ter som ­først og frem­st inne­hol­der ­ut­fel­te hu­mus­par­tik­ler og torv­mo­ses­res­ter, ­for ­det ­mes­te ­pro­du­ser­t al­lok­ton­t. ­Gytje er inn­sjø­se­di­men­ter som ho­ved­sa­ke­lig ­be­står av res­ter av plan­ter og ­dyr som har ­lev­d i inn­sjø­en, ­det vil ­si som er ­pro­du­ser­t ­au­tok­ton­t. ­Meng­den av ­or­ga­nisk ­ma­te­ria­le har ­be­tyd­ning ­for arts­sam­men­set­ning og ­ø­ko­sys­tem­funk­sjon ­både i land­sys­te­mer og i ­vann­sys­te­mer. I land­sys­te­mer (­fast­marks- og våt­marks­sys­te­mer) ­skil­ler torv­mar­ker (IO∙b¤) ­seg ­fra ­mar­k ­do­mi­ner­t av u­or­ga­nisk ­ma­te­ria­le ­med hen­syn ­til ­man­ge ­vik­ti­ge ­ø­ko­sys­te­m­egen­ska­per [­dy­na­mikk, ev­ne ­til ­vann­lag­ring, arts­sam­men­set­ning ­do­mi­ner­t av ­mo­ser, of­te torv­mo­ser (Sphag­num spp.)]. I ­vann­sys­te­mer har ­se­di­men­te­nes ­inn­hold av ­or­ga­nisk ­ma­te­ria­le ­be­tyd­ning bl.a. ­for­di ­det ­or­ga­nis­ke ­ma­te­ria­let ­fun­ge­rer som ­mat ­for de­tri­tus­spi­se­re og ­for­di ­det ­på­vir­ker ­se­di­men­te­nes ­ero­sjons­ut­satt­het og ­der­med ­dets­ eg­net­het ­for ­or­ga­nis­mer ­med u­li­ke ­me­ka­nis­mer ­for å hol­de ­seg ­fast i ­sub­stra­tet."
954,lec_IO,nb,<name>,Inn­hold av ­or­ga­nisk ­ma­te­ria­le
955,lec_JF,en,<description>,"Variation in topsoil stability; i.e., the tendency of soil to become saturated with water during snowmelt and subsequently move downslope; high intensity of solifluction typically results in formation of soli-fluction lobes at which woody plants are lacking and small bryophytes and lichens dominates on fine soil"
956,lec_JF,en,<name>,Solifluction
957,lec_JF,nb,<description>,"Jord­flyt (­so­lifluk­sjon) ­fore­kom­mer ­først og frem­st i ark­tis­ke og al­pi­n­e ­om­rå­der, og er ­re­sul­ta­tet av ­full­sten­dig ­vann­met­ning av jords­mon­net, ­gjer­ne un­der s­nø­smel­tin­gen el­ler ved­ kon­ti­nu­er­lig ­over­ris­ling ­med ­smelte­vann ­fra o­ven­for­lig­gen­de snø­fon­ner. Hvis ­den ­vann­mette­te jor­da får en vis­køs kon­sis­tens, kan ­den ­be­gyn­ne å ­fly­te ned­over­ i ­ter­ren­get­s­ hel­nings­ret­ning. Has­tig­he­ten på ­flyt­jor­das ­be­ve­gel­ser va­ri­e­rer ­fra lang­som i ve­ge­ta­sjons­dek­te ­skrå­nin­ger ­der jord­flyt er ­syn­lig som valke­ak­ti­ge ­flyt­jords­tun­ger [­NiN 1: land­for­men­he­ten ­flyt­jord­s­val­k (M­L–8)], ­til ras­ke­re i ­brat­te­re ­skrå­nin­ger ­med ­mer s­par­som­t ve­ge­ta­sjons­dek­ke. N­år ­flyt­jor­da ­tør­ker opp utover ­som­mer­en, får ­den en skor­pe­lik­nen­de ­over­fla­te. Al­le ­fak­to­rer som frem­mer lang­va­rig ­vann­met­ting av jor­da, ­deri­blan­t ­re­gio­na­le ­fak­to­rer som ø­ken­de ­ned­bør (i ­for­m av s­nø), ­det vil ­si et ­mer hu­mid ­kli­ma og la­ve­re tem­pe­ra­tu­rer (ø­ken­de s­nø­dekke­va­rig­het), og lo­ka­le ­fak­to­rer som ø­ken­de hel­ning og lo­kal s­nø­ak­ku­mu­la­sjon, ø­ker sann­syn­lig­he­ten ­for jord­flyt. ­So­lifluk­sjons­t­enden­sen ø­ker ­der­for ­med ø­ken­de høy­de over ha­vet og ø­ken­de bredde­grad, og ­fra rab­be ­mot s­nø­lei­e. I sei­ne s­nø­lei­er og eks­tremsnø­lei­er og i ­mel­lom­al­pin ­so­ne bæ­rer ­nes­ten al­l ­mar­k preg av jord­flyt.\n\t­Dahl (1957) ­bru­ker ­be­gre­pet ’­so­lifluk­sjon’ (som på ­norsk ­be­tyr jord­be­ve­gel­se) i ­vid ­be­tyd­ning, ­både om jord­flyt i s­ne­ver ­be­tyd­ning (s­lik ­be­gre­pet er de­fi­ner­t i ­NiN 2) og om opp­fry­sing (‘am­orp­hous ­so­liflu­c­tion’ og ‘struc­tu­red ­so­liflu­c­tion’).\n\t­Ved­plan­ter har en ­vekst­for­m som ­gjør ­dem ­føl­som­me ­for jordu­sta­bi­li­tet (lang­som ­vekst, lav ­to­le­ran­se ­for ­me­ka­nisk ­ska­de) og ­fal­ler ­der­for ut ­mot høy­den, ­både på ­grunn av la­ve tem­pe­ra­tu­rer og ­for­di al­l jord­dek­t ­mar­k er opp­fry­sings­- el­ler ­flyt­jord­s­mar­k. Over ved­plan­te­gren­sa. S­må, ­for­styr­rel­ses­to­le­ran­se ­le­ver­mo­ser og ­no­en ­blad­moser og lav ­do­mi­ner­t på ­flyt­jord­s­mar­k. ­Det ­fin­ner sted en arts­ut­tyn­ning lang­s J­F, ­men ­for­styr­rel­ses­ef­fek­ten av jord­flyt er ik­ke s­ter­k nok ­til å en­de i et ­dis­rup­tiv­t ­trinn som f.eks., ­for ­ero­sjons­ut­satt­het (ER) og ­vind­ut­satt­het (VI)."
958,lec_JF,nb,<name>,Jord­flyt
959,lec_JV,en,<description>,"Variation in geothermal energy supplies, carried by water or gas, ranging from no influence on the species composition via increasing dominance by specialist organisms (eventually only bacteria), at >100 °C ending in a species-thinning situation; no sessile organism maintains persistent populations in such sites"
960,lec_JV,en,<name>,Geothermal influence
961,lec_JV,nb,<description>,"Jord­var­me (J­V) er ­ut­trykk ­for in­ten­si­tet i ­til­førs­ler av ge­oter­misk ­energi utover ­det ­nor­ma­le ­for et ­gitt ­om­rå­de. Jord­var­mein­flu­er­t ­na­tur ­fin­nes på land, i våre ­om­rå­der ­med ­vann som varme­bæ­rer (var­m ­kil­de), og på hav­bun­nen (var­m hav­kil­de) ­med ­vann el­ler ­gas­s som varme­bæ­re­re. ­Lik­som va­ria­sjo­nen i ­gra­den av ­kilde­styr­ke (kon­sen­trer­t ­kilde­vanns­til­før­sel) ­fra ­kilde­sen­trum ­til ­kilde­pe­ri­fe­ri i kald­kil­de, va­ri­e­rer ­gra­den av jord­var­me­inn­fly­tel­se ­fra ­sen­trum ­til ­pe­ri­fe­ri i var­m ­kil­de og i var­m hav­kil­de. \n\t­Jord­var­mein­flu­er­te ­kilde­om­rå­der (J­V∙ab) ­fore­kom­mer på ­S­pits­ber­gen som et få­tal­l s­må ’øy­er’ av var­m ­kil­de, og på hav­bun­nen fle­re ste­der (al­le ­trinn) ­til­knyt­ning ­til ­den ­midt­at­lan­tis­ke ryg­g (f.eks. Lo­ke­slot­tet og Mohn­ryg­gen).\n\t­Til ­grunn ­for ­ba­sis­trin­n­inn­de­lin­gen av jord­var­me­inn­fly­tel­se (J­V) er lag­t at ­det­te er en ­gra­di­en­t som en­der i et arts­ut­tyn­nings­in­ter­val­l, at arts­ut­tyn­nings­in­ter­val­lets­ ­ned­re ende­trinn er J­V∙c, og at ­gra­di­en­tens ­na­tur­li­ge øv­re ende­trinn er ­der ­dis­rup­tiv ­for­styr­rel­se ­for­hind­rer en sta­bil arts­sam­men­set­ning. I hen­hold ­til ret­nings­lin­je­ne ­for ­ba­sis­trinn­de­ling av arts­ut­tyn­nings­gra­di­en­ter (­se ­NiN[2] Ar­tik­kel 2, ­ka­pit­tel B2i), ­skal ­da ­ero­sjons­ut­satt­het (ER) ­de­les i ­sju ­ba­sis­trinn."
962,lec_JV,nb,<name>,Jord­var­me­inn­fly­tel­se
963,lec_KA,en,<description>,"Coordinated variation in many chemical characteristics of soil and water, such as alkalinity (pH) and availability of micro- and macronutrients such as Ca, K, Na, Mg, often also N and P, which regulate many important biological processes; position along KA is influenced by the mineral composition of bedrock, parallelling a gradient from silicate-rich to carbonate-rich bedrock with different weathering properties"
964,lec_KA,en,<name>,Lime richness
